order_id,order_date,time
288,2015-1-5,5:32:44 PM
289,2015-1-5,5:36:23 PM
290,2015-1-5,5:41:16 PM
291,2015-1-5,5:44:39 PM
292,2015-1-5,5:48:59 PM
293,2015-1-5,5:58:38 PM
294,2015-1-5,6:16:35 PM
295,2015-1-5,6:20:12 PM
296,2015-1-5,6:46:54 PM
297,2015-1-5,7:02:18 PM
298,2015-1-5,7:10:36 PM
299,2015-1-5,7:34:31 PM
300,2015-1-5,7:42:54 PM
301,2015-1-5,7:45:58 PM
302,2015-1-5,7:57:37 PM
303,2015-1-5,8:02:51 PM
304,2015-1-5,8:07:58 PM
305,2015-1-5,8:35:40 PM
306,2015-1-5,8:37:40 PM
307,2015-1-5,9:45:38 PM
308,2015-1-5,9:59:46 PM
309,2015-1-6,11:39:06 AM
310,2015-1-6,11:40:48 AM
311,2015-1-6,11:57:27 AM
312,2015-1-6,12:05:21 PM
313,2015-1-6,12:09:09 PM
314,2015-1-6,12:11:58 PM
315,2015-1-6,12:17:40 PM
316,2015-1-6,12:29:34 PM
317,2015-1-6,12:31:00 PM
318,2015-1-6,12:45:14 PM
319,2015-1-6,12:46:22 PM
320,2015-1-6,12:46:40 PM
321,2015-1-6,12:56:21 PM
322,2015-1-6,1:02:13 PM
323,2015-1-6,1:05:33 PM
324,2015-1-6,1:06:44 PM
325,2015-1-6,1:07:32 PM
326,2015-1-6,1:10:13 PM
327,2015-1-6,1:10:54 PM
328,2015-1-6,1:16:35 PM
329,2015-1-6,1:22:44 PM
330,2015-1-6,1:27:11 PM
331,2015-1-6,1:43:30 PM
332,2015-1-6,2:12:01 PM
333,2015-1-6,2:16:36 PM
334,2015-1-6,2:24:18 PM
335,2015-1-6,2:24:47 PM
336,2015-1-6,2:51:41 PM
337,2015-1-6,3:03:12 PM
338,2015-1-6,3:18:26 PM
339,2015-1-6,3:25:13 PM
340,2015-1-6,3:35:32 PM
341,2015-1-6,3:35:47 PM
342,2015-1-6,3:44:12 PM
343,2015-1-6,3:45:37 PM
344,2015-1-6,4:01:11 PM
345,2015-1-6,4:01:47 PM
346,2015-1-6,4:30:00 PM
347,2015-1-6,4:37:17 PM
348,2015-1-6,4:49:12 PM
349,2015-1-6,5:25:58 PM
350,2015-1-6,5:37:05 PM
351,2015-1-6,5:37:29 PM
352,2015-1-6,5:45:48 PM
353,2015-1-6,5:59:48 PM
354,2015-1-6,6:01:44 PM
355,2015-1-6,6:14:45 PM
356,2015-1-6,6:16:05 PM
357,2015-1-6,6:27:58 PM
358,2015-1-6,6:30:12 PM
359,2015-1-6,6:33:08 PM
360,2015-1-6,6:50:38 PM
361,2015-1-6,7:12:38 PM
362,2015-1-6,7:13:36 PM
363,2015-1-6,7:20:31 PM
364,2015-1-6,7:27:24 PM
365,2015-1-6,7:37:26 PM
366,2015-1-6,8:04:20 PM
367,2015-1-6,8:05:12 PM
368,2015-1-6,8:28:16 PM
369,2015-1-6,8:30:06 PM
370,2015-1-6,9:02:30 PM
371,2015-1-6,9:15:20 PM
372,2015-1-6,10:26:59 PM
373,2015-1-7,11:45:18 AM
374,2015-1-7,11:55:59 AM
375,2015-1-7,11:58:36 AM
376,2015-1-7,12:01:17 PM
377,2015-1-7,12:03:18 PM
378,2015-1-7,12:19:37 PM
379,2015-1-7,12:25:37 PM
380,2015-1-7,12:32:10 PM
381,2015-1-7,12:33:06 PM
382,2015-1-7,12:33:07 PM
383,2015-1-7,12:43:59 PM
384,2015-1-7,12:51:46 PM
385,2015-1-7,12:54:19 PM
386,2015-1-7,12:58:16 PM
387,2015-1-7,1:03:14 PM
388,2015-1-7,1:04:56 PM
389,2015-1-7,1:10:17 PM
390,2015-1-7,1:15:32 PM
391,2015-1-7,1:25:31 PM
392,2015-1-7,1:36:47 PM
393,2015-1-7,1:48:31 PM
394,2015-1-7,2:02:18 PM
395,2015-1-7,2:11:08 PM
396,2015-1-7,2:12:21 PM
397,2015-1-7,2:31:10 PM
398,2015-1-7,2:56:26 PM
399,2015-1-7,3:47:49 PM
400,2015-1-7,4:03:07 PM
401,2015-1-7,4:08:35 PM
402,2015-1-7,4:24:46 PM
403,2015-1-7,4:26:10 PM
404,2015-1-7,4:39:27 PM
405,2015-1-7,4:44:16 PM
406,2015-1-7,4:50:49 PM
407,2015-1-7,4:56:42 PM
408,2015-1-7,5:09:09 PM
409,2015-1-7,5:15:04 PM
410,2015-1-7,5:33:49 PM
411,2015-1-7,5:58:09 PM
412,2015-1-7,6:07:46 PM
413,2015-1-7,6:11:32 PM
414,2015-1-7,6:13:22 PM
415,2015-1-7,6:16:23 PM
416,2015-1-7,6:17:42 PM
417,2015-1-7,6:24:40 PM
418,2015-1-7,6:40:11 PM
419,2015-1-7,7:02:31 PM
420,2015-1-7,7:04:40 PM
421,2015-1-7,7:21:58 PM
422,2015-1-7,7:30:25 PM
423,2015-1-7,7:45:07 PM
424,2015-1-7,8:01:28 PM
425,2015-1-7,8:21:19 PM
426,2015-1-7,8:25:45 PM
427,2015-1-7,9:49:00 PM
428,2015-1-7,10:05:00 PM
429,2015-1-7,10:16:53 PM
430,2015-1-7,10:46:13 PM
431,2015-1-8,11:17:13 AM
432,2015-1-8,11:39:07 AM
433,2015-1-8,11:49:50 AM
434,2015-1-8,11:54:14 AM
435,2015-1-8,12:06:09 PM
436,2015-1-8,12:07:21 PM
437,2015-1-8,12:07:54 PM
438,2015-1-8,12:08:38 PM
439,2015-1-8,12:13:08 PM
440,2015-1-8,12:16:34 PM
441,2015-1-8,12:16:58 PM
442,2015-1-8,12:28:49 PM
443,2015-1-8,12:34:20 PM
444,2015-1-8,12:40:05 PM
445,2015-1-8,12:57:39 PM
446,2015-1-8,12:58:01 PM
447,2015-1-8,1:02:00 PM
448,2015-1-8,1:03:34 PM
449,2015-1-8,1:04:15 PM
450,2015-1-8,1:07:53 PM
451,2015-1-8,1:19:06 PM
452,2015-1-8,1:24:11 PM
453,2015-1-8,1:27:14 PM
454,2015-1-8,1:31:40 PM
455,2015-1-8,1:39:14 PM
456,2015-1-8,1:47:53 PM
457,2015-1-8,1:59:04 PM
458,2015-1-8,2:00:05 PM
459,2015-1-8,2:14:02 PM
460,2015-1-8,2:19:58 PM
461,2015-1-8,2:21:19 PM
462,2015-1-8,2:38:41 PM
463,2015-1-8,2:40:28 PM
464,2015-1-8,2:49:01 PM
465,2015-1-8,2:55:23 PM
466,2015-1-8,3:30:10 PM
467,2015-1-8,3:33:13 PM
468,2015-1-8,3:36:12 PM
469,2015-1-8,3:37:18 PM
470,2015-1-8,3:49:13 PM
471,2015-1-8,4:20:26 PM
472,2015-1-8,4:29:50 PM
473,2015-1-8,4:41:27 PM
474,2015-1-8,4:47:48 PM
475,2015-1-8,5:15:17 PM
476,2015-1-8,5:27:56 PM
477,2015-1-8,5:30:04 PM
478,2015-1-8,5:35:56 PM
479,2015-1-8,5:37:03 PM
480,2015-1-8,5:41:31 PM
481,2015-1-8,5:41:37 PM
482,2015-1-8,5:52:42 PM
483,2015-1-8,5:54:05 PM
484,2015-1-8,6:02:54 PM
485,2015-1-8,6:07:31 PM
486,2015-1-8,6:15:08 PM
487,2015-1-8,6:30:16 PM
488,2015-1-8,6:46:02 PM
489,2015-1-8,6:48:43 PM
490,2015-1-8,6:49:24 PM
491,2015-1-8,7:01:12 PM
492,2015-1-8,7:06:21 PM
493,2015-1-8,7:31:47 PM
494,2015-1-8,7:38:40 PM
495,2015-1-8,7:42:52 PM
496,2015-1-8,7:46:18 PM
497,2015-1-8,7:49:26 PM
498,2015-1-8,8:02:25 PM
499,2015-1-8,9:10:46 PM
500,2015-1-8,9:46:49 PM
501,2015-1-8,9:51:31 PM
502,2015-1-8,10:26:08 PM
503,2015-1-9,11:16:21 AM
504,2015-1-9,11:48:18 AM
505,2015-1-9,11:55:10 AM
506,2015-1-9,12:02:09 PM
507,2015-1-9,12:06:03 PM
508,2015-1-9,12:13:32 PM
509,2015-1-9,12:13:58 PM
510,2015-1-9,12:15:03 PM
511,2015-1-9,12:18:21 PM
512,2015-1-9,12:19:24 PM
513,2015-1-9,12:22:48 PM
514,2015-1-9,12:26:47 PM
515,2015-1-9,1:07:37 PM
516,2015-1-9,1:09:09 PM
517,2015-1-9,1:09:11 PM
518,2015-1-9,1:11:25 PM
519,2015-1-9,1:15:20 PM
520,2015-1-9,1:22:33 PM
521,2015-1-9,1:43:07 PM
522,2015-1-9,2:09:33 PM
523,2015-1-9,2:42:14 PM
524,2015-1-9,2:51:35 PM
525,2015-1-9,3:08:46 PM
526,2015-1-9,3:10:13 PM
527,2015-1-9,3:23:37 PM
528,2015-1-9,3:27:21 PM
529,2015-1-9,3:31:01 PM
530,2015-1-9,3:43:01 PM
531,2015-1-9,3:58:10 PM
532,2015-1-9,4:14:28 PM
533,2015-1-9,4:28:43 PM
534,2015-1-9,4:43:32 PM
535,2015-1-9,5:08:47 PM
536,2015-1-9,5:18:50 PM
537,2015-1-9,5:23:52 PM
538,2015-1-9,5:44:04 PM
539,2015-1-9,5:51:34 PM
540,2015-1-9,5:52:41 PM
541,2015-1-9,6:07:47 PM
542,2015-1-9,6:08:06 PM
543,2015-1-9,6:23:59 PM
544,2015-1-9,6:31:04 PM
545,2015-1-9,6:46:28 PM
546,2015-1-9,6:47:27 PM
547,2015-1-9,6:49:23 PM
548,2015-1-9,7:06:09 PM
549,2015-1-9,7:06:34 PM
550,2015-1-9,7:12:59 PM
551,2015-1-9,7:26:24 PM
552,2015-1-9,7:31:25 PM
553,2015-1-9,8:14:47 PM
554,2015-1-9,8:15:51 PM
555,2015-1-9,8:18:25 PM
556,2015-1-9,8:23:12 PM
557,2015-1-9,8:30:06 PM
558,2015-1-9,8:51:10 PM
559,2015-1-9,9:10:16 PM
560,2015-1-9,9:13:48 PM
561,2015-1-9,9:47:56 PM
562,2015-1-9,10:04:05 PM
563,2015-1-9,10:19:03 PM
564,2015-1-9,10:32:32 PM
565,2015-1-10,12:11:19 PM
566,2015-1-10,12:21:19 PM
567,2015-1-10,12:27:47 PM
568,2015-1-10,12:28:53 PM
569,2015-1-10,12:37:10 PM
570,2015-1-10,1:13:59 PM
571,2015-1-10,1:14:47 PM
572,2015-1-10,1:15:32 PM
573,2015-1-10,1:39:33 PM
574,2015-1-10,1:40:54 PM
575,2015-1-10,1:41:04 PM
576,2015-1-10,1:44:22 PM
577,2015-1-10,1:45:00 PM
578,2015-1-10,1:48:49 PM
579,2015-1-10,1:51:19 PM
580,2015-1-10,1:56:01 PM
581,2015-1-10,2:13:01 PM
582,2015-1-10,2:24:14 PM
583,2015-1-10,2:33:19 PM
584,2015-1-10,3:05:29 PM
585,2015-1-10,3:58:42 PM
586,2015-1-10,4:09:57 PM
587,2015-1-10,4:32:36 PM
588,2015-1-10,4:33:36 PM
589,2015-1-10,5:12:39 PM
590,2015-1-10,5:23:39 PM
591,2015-1-10,5:32:54 PM
592,2015-1-10,5:41:55 PM
593,2015-1-10,5:48:57 PM
594,2015-1-10,5:50:19 PM
595,2015-1-10,6:12:28 PM
596,2015-1-10,6:24:07 PM
597,2015-1-10,6:32:36 PM
598,2015-1-10,6:34:14 PM
599,2015-1-10,6:34:27 PM
600,2015-1-10,6:53:52 PM
601,2015-1-10,6:58:19 PM
602,2015-1-10,7:02:27 PM
603,2015-1-10,7:03:11 PM
604,2015-1-10,7:13:29 PM
605,2015-1-10,7:23:51 PM
606,2015-1-10,7:27:18 PM
607,2015-1-10,7:36:16 PM
608,2015-1-10,7:36:33 PM
609,2015-1-10,7:39:32 PM
610,2015-1-10,7:51:02 PM
611,2015-1-10,7:58:10 PM
612,2015-1-10,7:58:15 PM
613,2015-1-10,8:10:44 PM
614,2015-1-10,8:12:33 PM
615,2015-1-10,8:14:03 PM
616,2015-1-10,8:20:10 PM
617,2015-1-10,8:27:26 PM
618,2015-1-10,8:31:14 PM
619,2015-1-10,8:41:58 PM
620,2015-1-10,8:45:45 PM
621,2015-1-10,8:49:29 PM
622,2015-1-10,8:57:41 PM
623,2015-1-10,9:21:21 PM
624,2015-1-10,9:22:44 PM
625,2015-1-10,9:50:23 PM
626,2015-1-10,9:55:12 PM
627,2015-1-10,10:18:35 PM
628,2015-1-10,10:47:17 PM
629,2015-1-10,10:48:39 PM
630,2015-1-11,11:42:08 AM
631,2015-1-11,11:44:36 AM
632,2015-1-11,11:44:52 AM
633,2015-1-11,11:51:45 AM
634,2015-1-11,12:14:15 PM
635,2015-1-11,12:18:31 PM
636,2015-1-11,12:34:44 PM
637,2015-1-11,12:44:10 PM
638,2015-1-11,12:49:26 PM
639,2015-1-11,1:23:21 PM
640,2015-1-11,1:28:08 PM
641,2015-1-11,1:37:46 PM
642,2015-1-11,1:40:00 PM
643,2015-1-11,1:43:19 PM
644,2015-1-11,1:52:52 PM
645,2015-1-11,2:03:45 PM
646,2015-1-11,2:07:26 PM
647,2015-1-11,2:07:35 PM
648,2015-1-11,2:17:17 PM
649,2015-1-11,2:29:23 PM
650,2015-1-11,2:34:05 PM
651,2015-1-11,2:49:35 PM
652,2015-1-11,4:03:38 PM
653,2015-1-11,4:18:23 PM
654,2015-1-11,4:34:07 PM
655,2015-1-11,4:43:33 PM
656,2015-1-11,4:44:49 PM
657,2015-1-11,4:45:47 PM
658,2015-1-11,4:55:24 PM
659,2015-1-11,4:56:39 PM
660,2015-1-11,5:09:36 PM
661,2015-1-11,5:18:14 PM
662,2015-1-11,5:21:49 PM
663,2015-1-11,5:29:14 PM
664,2015-1-11,5:35:14 PM
665,2015-1-11,5:42:23 PM
666,2015-1-11,5:42:25 PM
667,2015-1-11,6:13:08 PM
668,2015-1-11,6:13:12 PM
669,2015-1-11,6:40:44 PM
670,2015-1-11,6:46:25 PM
671,2015-1-11,7:18:42 PM
672,2015-1-11,7:18:46 PM
673,2015-1-11,7:28:13 PM
674,2015-1-11,7:33:05 PM
675,2015-1-11,7:33:19 PM
676,2015-1-11,7:44:57 PM
677,2015-1-11,7:51:09 PM
678,2015-1-11,7:52:49 PM
679,2015-1-11,8:31:02 PM
680,2015-1-11,9:07:30 PM
681,2015-1-11,9:29:50 PM
682,2015-1-12,11:38:15 AM
683,2015-1-12,11:39:08 AM
684,2015-1-12,12:01:23 PM
685,2015-1-12,12:11:46 PM
686,2015-1-12,12:13:07 PM
687,2015-1-12,12:21:09 PM
688,2015-1-12,12:26:41 PM
689,2015-1-12,12:33:22 PM
690,2015-1-12,12:42:10 PM
691,2015-1-12,12:45:53 PM
692,2015-1-12,12:53:37 PM
693,2015-1-12,1:04:24 PM
694,2015-1-12,1:30:47 PM
695,2015-1-12,1:33:06 PM
696,2015-1-12,1:49:40 PM
697,2015-1-12,1:58:56 PM
698,2015-1-12,2:08:16 PM
699,2015-1-12,2:27:03 PM
700,2015-1-12,2:31:13 PM
701,2015-1-12,2:33:39 PM
702,2015-1-12,2:38:35 PM
703,2015-1-12,3:08:01 PM
704,2015-1-12,3:28:25 PM
705,2015-1-12,3:31:00 PM
706,2015-1-12,3:39:04 PM
707,2015-1-12,3:41:32 PM
708,2015-1-12,3:52:44 PM
709,2015-1-12,3:53:56 PM
710,2015-1-12,3:59:52 PM
711,2015-1-12,4:21:10 PM
712,2015-1-12,4:22:18 PM
713,2015-1-12,4:31:56 PM
714,2015-1-12,4:55:08 PM
715,2015-1-12,5:05:33 PM
716,2015-1-12,5:06:05 PM
717,2015-1-12,5:24:44 PM
718,2015-1-12,5:46:30 PM
719,2015-1-12,5:52:27 PM
720,2015-1-12,5:53:59 PM
721,2015-1-12,6:17:15 PM
722,2015-1-12,6:20:58 PM
723,2015-1-12,6:21:04 PM
724,2015-1-12,6:24:47 PM
725,2015-1-12,6:33:14 PM
726,2015-1-12,6:34:25 PM
727,2015-1-12,6:44:57 PM
728,2015-1-12,6:53:17 PM
729,2015-1-12,7:20:41 PM
730,2015-1-12,7:22:00 PM
731,2015-1-12,7:27:47 PM
732,2015-1-12,7:30:17 PM
733,2015-1-12,7:57:36 PM
734,2015-1-12,8:00:30 PM
735,2015-1-12,8:35:34 PM
736,2015-1-12,9:35:14 PM
737,2015-1-13,11:31:34 AM
738,2015-1-13,12:16:47 PM
739,2015-1-13,12:19:38 PM
740,2015-1-13,12:29:51 PM
741,2015-1-13,12:49:09 PM
742,2015-1-13,12:53:01 PM
743,2015-1-13,1:08:32 PM
744,2015-1-13,1:34:48 PM
745,2015-1-13,1:36:53 PM
746,2015-1-13,1:41:13 PM
747,2015-1-13,2:15:02 PM
748,2015-1-13,2:27:31 PM
749,2015-1-13,2:29:23 PM
750,2015-1-13,2:48:09 PM
751,2015-1-13,3:07:35 PM
752,2015-1-13,3:19:25 PM
753,2015-1-13,3:22:11 PM
754,2015-1-13,3:47:56 PM
755,2015-1-13,3:50:49 PM
756,2015-1-13,3:55:11 PM
757,2015-1-13,4:10:34 PM
758,2015-1-13,4:14:43 PM
759,2015-1-13,4:14:56 PM
760,2015-1-13,4:27:40 PM
761,2015-1-13,4:30:20 PM
762,2015-1-13,4:36:36 PM
763,2015-1-13,4:38:57 PM
764,2015-1-13,4:39:39 PM
765,2015-1-13,5:11:41 PM
766,2015-1-13,5:21:45 PM
767,2015-1-13,5:21:48 PM
768,2015-1-13,5:23:34 PM
769,2015-1-13,5:43:17 PM
770,2015-1-13,5:44:13 PM
771,2015-1-13,5:59:32 PM
772,2015-1-13,6:07:59 PM
773,2015-1-13,6:18:15 PM
774,2015-1-13,6:31:07 PM
775,2015-1-13,6:42:12 PM
776,2015-1-13,6:50:43 PM
